label,youtube_id,time_start,time_end,split
eating watermelon,jA9Ksdrm9bU,1,11,validate
sweeping floor,jAWLRouZ6YA,45,55,validate
blowing leaves,jAX6Mno_l-U,0,10,validate
trapezing,jA_yvrVNNzE,1,11,validate
arranging flowers,jAh3AJvSytE,15,25,validate
bowling,jBNaXp62dDg,2,12,validate
pushing cart,jBdHABmxY8Q,2,12,validate
plastering,jCGv6Ffq0Hg,41,51,validate
tasting food,jD30wEU1Jxo,425,435,validate
busking,jDAUMXc3Gtg,57,67,validate
surfing water,jDTfMSxMSjQ,112,122,validate
driving car,jDZh5CDu9bk,235,245,validate
washing dishes,jDeD_Lol5sg,0,10,validate
golf putting,jDy-xXhQZqE,9,19,validate
plastering,jE4OreT7B9I,377,387,validate
playing accordion,jEeV0LPXPxI,15,25,validate
surfing water,jEh7xb_RPKY,59,69,validate
catching or throwing frisbee,jEi37FhW-9s,8,18,validate
pushing wheelchair,jFN4_W_z3Hs,65,75,validate
pushing wheelchair,jFNIuBGW1CQ,79,89,validate
skiing crosscountry,jFWbx-0aU0w,102,112,validate
playing squash or racquetball,jFX2q0NrVkA,87,97,validate
celebrating,jFowsGlgm9U,0,10,validate
vault,jGDk4t5Ku-0,3,13,validate
skiing (not slalom or crosscountry),jGzy03VfA8k,174,184,validate
getting a haircut,jH1-yEZ_lSU,845,855,validate
unloading truck,jHRm7Vugq5w,70,80,validate
shooting basketball,jHTIficLhwI,56,66,validate
salsa dancing,jI3DsQYLsk8,128,138,validate
cleaning toilet,jIFHvggB3JQ,81,91,validate
carrying baby,jIKTg8WTTvk,197,207,validate
headbanging,jIPe7Rb0UUE,188,198,validate
playing cricket,jIhHTnewGvg,44,54,validate
cleaning windows,jIwEkMWm-mQ,9,19,validate
using remote controller (not gaming),jJYNvelOJD4,183,193,validate
applauding,jJZQ9oDX2uw,7,17,validate
brushing hair,jK5g8hr6B-Y,20,30,validate
carrying baby,jKISQc3v7lM,312,322,validate
catching or throwing frisbee,jKqDnoY4S5s,1,11,validate
cooking egg,jLX0yAJ8GEA,60,70,validate
side kick,jLy0M7goLiQ,0,10,validate
surfing crowd,jM05iuU2c8s,38,48,validate
climbing a rope,jMQ-KICMAxE,4,14,validate
swing dancing,jMfed6tkfZE,120,130,validate
riding elephant,jMjAmUbkNuI,2,12,validate
rock climbing,jMo78oeASw0,2,12,validate
ski jumping,jMwdQQDH6-w,4,14,validate
spray painting,jMyfziAgJ0g,1256,1266,validate
using computer,jNSH4c8mJRs,17,27,validate
using remote controller (not gaming),jOA98aXnzL8,50,60,validate
waiting in line,jOFdhZ3awFA,121,131,validate
bee keeping,jOJosnLJaNM,210,220,validate
drop kicking,jOuYNFYWRjA,24,34,validate
disc golfing,jPpKBS2QV3M,542,552,validate
breakdancing,jPxfAfaxzug,4,14,validate
bandaging,jQ-we3Van3E,505,515,validate
long jump,jQ3KteL2yzw,0,10,validate
tossing coin,jQ4_AbgYD70,13,23,validate
waxing back,jQ6nvYwzVaU,39,49,validate
skateboarding,jQ939TWnXEY,74,84,validate
auctioning,jQmz2jsDl8E,67,77,validate
eating cake,jQnDFmBZMJ0,31,41,validate
arranging flowers,jR-_X0LqwpY,56,66,validate
news anchoring,jRMd8kUwJAQ,169,179,validate
sanding floor,jRvQ6MBC29I,18,28,validate
mopping floor,jRx9Vrrn6SQ,0,10,validate
hopscotch,jS1QLBgisVY,1,11,validate
breading or breadcrumbing,jS5Ae6HdzR0,100,110,validate
playing poker,jSDAzcW8Rfo,5,15,validate
playing recorder,jSH_7QP50Mo,78,88,validate
tap dancing,jSXxkx883KU,12,22,validate
washing feet,jSr_YWNuBQM,131,141,validate
planting trees,jTMLmL5LJ7Q,7,17,validate
doing nails,jTSyr0aHOz4,67,77,validate
cracking neck,jTho1rK6Zis,0,10,validate
ice skating,jTxX_9kGMZg,42,52,validate
throwing axe,jU81ktyyuK8,0,10,validate
riding mule,jUGK7SMrDVY,83,93,validate
blowing leaves,jULIajnjIY8,66,76,validate
driving tractor,jUPAFyVoR8k,24,34,validate
blowing glass,jUPzZYWEHVk,61,71,validate
massaging back,jUT_rZEHU5g,554,564,validate
shooting goal (soccer),jVCaDSASY4k,26,36,validate
smoking,jVP9TvFvrAk,112,122,validate
playing bagpipes,jW57wvXbRS0,2,12,validate
jetskiing,jW857U3IEaU,18,28,validate
sign language interpreting,jWO5BtnG258,2,12,validate
throwing discus,jWlNKD-1q3A,2,12,validate
sneezing,jWrFdokvZIg,34,44,validate
massaging legs,jXYSm9Nj1QY,545,555,validate
waxing back,jXgvoYqblMM,27,37,validate
playing cymbals,jXn3W0t9Oro,22,32,validate
bartending,jY2N5gOu5sw,121,131,validate
pumping gas,jYBzibTY2RI,35,45,validate
catching or throwing softball,jYJTxUnCymg,4,14,validate
stretching arm,jY_bn4kQujU,24,34,validate
kicking field goal,jYpRpQ0URMk,73,83,validate
vault,jYuwtoXUCLM,1,11,validate
baking cookies,jZ-RKDUgTZc,529,539,validate
making a sandwich,jZAcZGr7KQQ,62,72,validate
canoeing or kayaking,jZNpH-jzWKw,2,12,validate
watering plants,jZfXAIU4rZ4,73,83,validate
kissing,jZiDPer_Jn0,46,56,validate
motorcycling,jZznXHyEG3Q,189,199,validate
applauding,j_OsTAVXTWQ,70,80,validate
stomping grapes,ja0jndhkrk8,33,43,validate
swinging on something,jaB-Eey0now,18,28,validate
playing poker,jaNDQVjbEAk,2,12,validate
frying vegetables,jaanrS6EL3c,206,216,validate
bench pressing,jadwMJLsXI4,24,34,validate
shaving legs,jb5b2pbpMvo,59,69,validate
contact juggling,jbcS_-3XjpE,95,105,validate
pumping gas,jcKYXAjtC9w,51,61,validate
jogging,jcVuVMxP_rE,5,15,validate
playing xylophone,jcbX9iIDatA,2,12,validate
eating spaghetti,jdeIEEfKMrk,0,10,validate
hoverboarding,jdikPYRIVkk,1,11,validate
paragliding,jdpy9ToCszY,8,18,validate
trapezing,jdt23tlMopw,4,14,validate
waxing back,je0elKExgZI,93,103,validate
trapezing,jeBl-qCXz5M,13,23,validate
pull ups,jeCfdvfGGFQ,11,21,validate
hockey stop,jeHs4Wst9Fs,265,275,validate
counting money,jeKt3Jo5y68,51,61,validate
vault,jeQHEbt09OM,2,12,validate
drinking beer,jeTBo7Zfk8o,26,36,validate
pole vault,jei3QQUwYEQ,14,24,validate
dunking basketball,jeoHhPBPpZg,6,16,validate
skateboarding,jf1pSYYluKY,35,45,validate
making a sandwich,jf3O9qUoEV0,258,268,validate
somersaulting,jf7RDuUTrsQ,1,11,validate
making sushi,jfc3n6vmDQA,1,11,validate
applauding,jgBAA2mKCIM,47,57,validate
hockey stop,jgcbz-fRqgA,4,14,validate
surfing crowd,jh8up6YgdPg,1,11,validate
building cabinet,jhhLPw5ACCo,540,550,validate
planting trees,jhhh0z8s398,58,68,validate
jetskiing,ji95xplRUus,78,88,validate
shot put,jiOopSLvFMQ,5,15,validate
cleaning toilet,jjcVjm790-s,574,584,validate
weaving basket,jjwC-Y-97Hs,215,225,validate
baby waking up,jk12-IctlWA,43,53,validate
rock climbing,jkSfwl5CsCk,15,25,validate
gymnastics tumbling,jkSjoOMuFZ0,1,11,validate
playing flute,jkTtUNGbFCA,127,137,validate
exercising arm,jkaqWzninDo,6,16,validate
playing cards,jkem8LRyHtw,0,10,validate
eating ice cream,jkomWAwvIkY,10,20,validate
diving cliff,jkwXzCcXgAk,11,21,validate
playing flute,jlCKu2G7LvM,83,93,validate
sailing,jlNHdd-dDuM,332,342,validate
getting a tattoo,jlhW3eBciyM,62,72,validate
kitesurfing,jm9aWEjEyoM,32,42,validate
shooting basketball,jnTuUuETpSs,2,12,validate
assembling computer,jnZu10G0Te8,8,18,validate
mopping floor,jntw6lCZIjQ,4,14,validate
training dog,jnyLIoP22Mw,62,72,validate
whistling,jo79awrYGdw,149,159,validate
playing paintball,joJS5OOHssc,1,11,validate
catching fish,joKUDxAn1i0,77,87,validate
making a sandwich,jofgWiVBwqo,86,96,validate
skiing crosscountry,jp7_ObUvhaQ,19,29,validate
holding snake,jpNyGCr_qRk,71,81,validate
reading book,jpTXH1EdPs0,0,10,validate
mowing lawn,jpWILSI9mis,25,35,validate
exercising with an exercise ball,jpdHmBZUlqE,14,24,validate
punching person (boxing),jpjRqIqSX2U,688,698,validate
playing didgeridoo,jq2Dsn-YeFE,39,49,validate
smoking hookah,jq4BoHzDgus,44,54,validate
front raises,jqD4ElyonhE,0,10,validate
climbing a rope,jqRrH30V0k4,15,25,validate
riding mechanical bull,jqlssqP76k4,27,37,validate
climbing tree,jr0iZLI7RgY,3,13,validate
golf driving,jr3uNxx0zT4,4,14,validate
playing didgeridoo,jsHv69MFP8U,2,12,validate
shooting basketball,jtLfNWOsQcg,13,23,validate
cracking neck,jtOd39di41I,1,11,validate
crying,jtS3MRFjV1Y,6,16,validate
jumpstyle dancing,jtWjB5sc_SY,45,55,validate
ice skating,jtr9bdvAmjI,52,62,validate
reading newspaper,ju7KZiJC9qM,12,22,validate
parasailing,juJupTo9uDg,47,57,validate
eating chips,juz5V6Yne3U,19,29,validate
side kick,jv7sZGByHiI,24,34,validate
stretching leg,jvPvrR-0qJY,15,25,validate
cleaning shoes,jvVX4st9z98,66,76,validate
pushing car,jvWdhCjzJxg,5,15,validate
playing bass guitar,jvih6ILV5og,262,272,validate
celebrating,jvj72NzlSF0,89,99,validate
disc golfing,jvm2lptU73c,244,254,validate
side kick,jvorDE-7peU,132,142,validate
peeling potatoes,jwO2HAMrCt4,66,76,validate
playing trumpet,jwYikLyqs0k,2,12,validate
shaking hands,jwbRWaXbsPI,2,12,validate
playing drums,jxFcwXhf8dM,23,33,validate
finger snapping,jxwVHzRc2z8,24,34,validate
dancing gangnam style,jxxy3W9cmg4,10,20,validate
cooking on campfire,jy3gsNSaOMw,838,848,validate
playing squash or racquetball,jzBR9ihZBbI,204,214,validate
shuffling cards,jzOjfk0L9uA,230,240,validate
roller skating,k-4aUqFVAcY,743,753,validate
archery,k-BFTm62viE,2,12,validate
using remote controller (not gaming),k-CabIHRRUs,47,57,validate
shaving head,k-FlI2y8lTw,110,120,validate
doing nails,k-RSfEzn32M,57,67,validate
dancing ballet,k-eIjAKrSRA,7,17,validate
washing dishes,k0-u3JXO3dg,75,85,validate
washing feet,k00kB-uCyyA,205,215,validate
tying tie,k0BHkAT22vE,0,10,validate
sharpening knives,k0LrpFqOjeI,27,37,validate
clean and jerk,k0SmUyzRQis,21,31,validate
pushing cart,k0n-tQniB6A,52,62,validate
stretching leg,k0wlkIIaZbQ,5,15,validate
golf chipping,k1-xurY-I3Y,3,13,validate
applying cream,k1SgRqW-rnM,29,39,validate
skiing (not slalom or crosscountry),k1hIvekGoBE,221,231,validate
stomping grapes,k1kLVyllTIE,64,74,validate
playing trombone,k26hhZuBc6I,95,105,validate
digging,k2CfIbBLMvg,12,22,validate
bouncing on trampoline,k2KZLLAV8GA,2,12,validate
playing xylophone,k45ect-HXas,3,13,validate
scrambling eggs,k4CTn9j9wvg,3,13,validate
washing dishes,k4DeXNI_QiY,63,73,validate
spray painting,k4SRY6ZzhEI,260,270,validate
playing guitar,k4ixAfJ1LuI,214,224,validate
cleaning windows,k4shRiOs4tE,45,55,validate
playing trumpet,k4wYU7PZuPY,29,39,validate
stretching arm,k5xpJjzFZ0A,18,28,validate
knitting,k6HzskzW5Ew,22,32,validate
washing dishes,k6JMgA56bnw,2,12,validate
snowmobiling,k6kxffrqssw,12,22,validate
snowmobiling,k6pqBmRAWqs,231,241,validate
kitesurfing,k6s0UvRBomo,11,21,validate
tasting food,k6t7vQmRk2Q,33,43,validate
crawling baby,k7-297fAuGE,99,109,validate
springboard diving,k71Cc-Sm-Mg,3072,3082,validate
shaving legs,k7lAlxJDyUY,13,23,validate
sweeping floor,k884aDwlkFo,1,11,validate
tapping guitar,k8HMlH4buaE,3,13,validate
reading book,k8StfRMZSt0,99,109,validate
playing accordion,k8ahScpAUMc,105,115,validate
news anchoring,k8lEiKwwcUQ,100,110,validate
garbage collecting,k8yiq_f7fw8,29,39,validate
marching,k9a6mG_VzvE,632,642,validate
singing,k9bJ5GfdbRQ,88,98,validate
massaging legs,k9wH3-RK_wI,252,262,validate
dunking basketball,kA60MQ3u7h8,3,13,validate
crawling baby,kASHckXd5gw,12,22,validate
cooking egg,kAVmg9Wmtok,4,14,validate
tying knot (not on a tie),kBEuboH8eWw,4,14,validate
jogging,kBUt5duOHFU,5,15,validate
making pizza,kC7svAtRPww,219,229,validate
running on treadmill,kCIagSbtPNg,86,96,validate
motorcycling,kCk-RVcoR7g,59,69,validate
changing oil,kD66iMJoYbI,618,628,validate
playing xylophone,kDNG-8C2Jrs,0,10,validate
yoga,kDW8adGFfT8,30,40,validate
swinging on something,kD_KrhStkVo,14,24,validate
chopping wood,kDuAS29BCwk,3,13,validate
moving furniture,kE05OcXP5SE,12,22,validate
unboxing,kE3LVziVavY,16,26,validate
milking cow,kE3rcz-BJbE,0,10,validate
cooking on campfire,kEem16uZpj0,342,352,validate
sharpening knives,kEzgPnxORnA,10,20,validate
hockey stop,kFUr0Forda8,4,14,validate
snowmobiling,kF_EmTXl8cs,12,22,validate
skydiving,kFkbVkvyVMI,539,549,validate
playing kickball,kFkm8mvMMnk,219,229,validate
folding napkins,kFpzly8y6vI,25,35,validate
shaking head,kFr-rhmdMog,18,28,validate
shining shoes,kFyRVECzFxc,486,496,validate
playing harp,kG2KyJU0q4E,91,101,validate
kitesurfing,kGWKUPfsBuY,88,98,validate
ice fishing,kGdU2FZ1Mh0,14,24,validate
making tea,kGrx8KoLmZY,8,18,validate
punching bag,kGwvVd66p_I,215,225,validate
decorating the christmas tree,kH3HY6fjdB0,484,494,validate
busking,kHQRN8QBqcE,0,10,validate
writing,kHSpzsmCFGo,78,88,validate
arm wrestling,kIR7uN31YWg,16,26,validate
building shed,kIWl-qWcPHk,18,28,validate
ice fishing,kIxnOX0KCjY,59,69,validate
skateboarding,kIzdzzMLCJI,199,209,validate
hula hooping,kJzdLG3Djws,0,10,validate
blowing out candles,kKFLVKl65no,27,37,validate
tapping guitar,kKImgfRS8vY,2,12,validate
slacklining,kKhu3_nRxE8,3,13,validate
shooting basketball,kKxFlb2rITE,123,133,validate
cleaning toilet,kL8EQUQz-b4,0,10,validate
waiting in line,kLUEkuLp7Nk,1,11,validate
rock climbing,kLaJxux_1BU,137,147,validate
cleaning gutters,kLg1NGHhXuE,69,79,validate
rock scissors paper,kLxL6GtzOBY,53,63,validate
playing kickball,kLz1MejP66g,24,34,validate
playing clarinet,kLz7dpWQzD8,504,514,validate
spraying,kMJulmiRKDs,52,62,validate
playing cymbals,kMQExt-TADw,12,22,validate
ice skating,kNT9v9I15Gk,4,14,validate
high jump,kN_Y8El8L3I,12,22,validate
driving car,kNivGPu8oiw,28,38,validate
bartending,kNmtZzSJj0U,175,185,validate
riding a bike,kNoAzs8ADFo,5,15,validate
cooking on campfire,kNr5l3KQRR4,42,52,validate
baking cookies,kNt2KA_goXo,2,12,validate
shaking hands,kO3klFJySbY,109,119,validate
opening present,kOX3Rg9nx7c,57,67,validate
recording music,kOZH6_PaOAw,65,75,validate
recording music,kOaHNIkN4sg,3,13,validate
side kick,kOg0L6erSks,0,10,validate
air drumming,kOjkB7i1igc,3,13,validate
changing wheel,kOnmcv2p5sA,89,99,validate
scrambling eggs,kP-2j1lygp8,190,200,validate
blowing glass,kP7uA3GaNno,3,13,validate
counting money,kPCbWDyAcFE,0,10,validate
decorating the christmas tree,kQDSa-xhsLY,35,45,validate
texting,kQPdUaHZJcg,22,32,validate
running on treadmill,kQSnmBM-yzY,14,24,validate
setting table,kQYMssWn2xw,14,24,validate
massaging person's head,kQeSTkcl4yg,1,11,validate
assembling computer,kQxm3gRHf7E,59,69,validate
reading newspaper,kRQ3AINof7I,1252,1262,validate
playing monopoly,kRTR3LcxkBc,5,15,validate
jetskiing,kRWB7xqu9D4,7,17,validate
playing ice hockey,kRWk_-5d5bs,10,20,validate
giving or receiving award,kRdxCmOsY2Y,3,13,validate
riding mule,kRjkODUZ5zU,96,106,validate
yawning,kRsfU7Ab-Fo,0,10,validate
belly dancing,kRsqcatA89E,114,124,validate
skipping rope,kSMQLslTVGo,11,21,validate
dancing macarena,kSbjNPRfwKA,12,22,validate
whistling,kSi8SwNtg8k,0,10,validate
crossing river,kSmmIhj24cc,4,14,validate
playing ukulele,kT7P7Z4JA2A,2,12,validate
robot dancing,kT_LM_99xys,5,15,validate
catching or throwing softball,kU3qQGVRT-g,11,21,validate
playing cards,kUJI_OVlWxE,161,171,validate
blasting sand,kUghlWaABsQ,221,231,validate
laughing,kUm2TCdpOTM,38,48,validate
cutting watermelon,kV-OgMiMTD0,70,80,validate
carving pumpkin,kV-S-yMEHTk,43,53,validate
decorating the christmas tree,kV6Ic-REzRA,24,34,validate
playing cards,kVAz43lk8p8,102,112,validate
shearing sheep,kVCx0uWEKuk,163,173,validate
riding scooter,kVIn1Nr1laQ,31,41,validate
springboard diving,kVT_sNgYBAE,1508,1518,validate
blowing glass,kVoAhyyy3v0,168,178,validate
diving cliff,kVq4T6-R2ws,2,12,validate
kissing,kWAe56SNXh0,316,326,validate
rock climbing,kWJ3G25l-es,13,23,validate
getting a haircut,kWJ904u-u9I,223,233,validate
tying knot (not on a tie),kWOVBJ7VP80,74,84,validate
slacklining,kWSZHMR3F1s,0,10,validate
playing trombone,kWTjg1dMQJs,108,118,validate
making jewelry,kWpziWfYBHQ,82,92,validate
cleaning pool,kWuBo-p6zG0,3,13,validate
playing organ,kX0EWmJhKLQ,313,323,validate
trimming trees,kX4aBuwGTO0,18,28,validate
opening present,kX5rNlAtu5Q,59,69,validate
brushing teeth,kXJ8xHHxTn8,35,45,validate
crossing river,kXdxDXiD7WI,89,99,validate
playing drums,kXhnTK9TVsU,76,86,validate
throwing axe,kXpqE26D5vw,4,14,validate
yawning,kXvF1-GTips,51,61,validate
country line dancing,kY0Iyr-HhUY,96,106,validate
scuba diving,kYLHl35DvxY,363,373,validate
mopping floor,kYQsnLRX0b8,2,12,validate
capoeira,kYS8byJ78U4,38,48,validate
tying knot (not on a tie),kYnd42rP3xA,40,50,validate
eating chips,kZPVFKR-WcY,29,39,validate
playing poker,kZVAs3tLfYk,93,103,validate
moving furniture,kZqDYyL1lSU,2,12,validate
playing chess,k_Af0De1aKc,57,67,validate
cheerleading,k_FzVIIlu74,117,127,validate
reading newspaper,k_GPg7aoJvM,294,304,validate
making a sandwich,k_p0h_Z8xXY,43,53,validate
opening present,k_vTqlDYYf8,4,14,validate
using remote controller (not gaming),ka3NPD_Bpd0,113,123,validate
playing harp,kaLKcLU56ig,10,20,validate
feeding goats,kaUM5EGEX9E,4,14,validate
grooming horse,kaVWY-GyXcs,63,73,validate
throwing ball,kaezqpD5X6g,23,33,validate
tasting food,kbFM1scJCUE,273,283,validate
playing ukulele,kbGFPjosR2o,167,177,validate
watering plants,kbWu69cQEyk,73,83,validate
cooking chicken,kbjjQ37YOGw,88,98,validate
juggling balls,kc6fQ0_aS1U,392,402,validate
shearing sheep,kcJMsHowSIs,0,10,validate
auctioning,kcQbaMWtcQA,240,250,validate
playing volleyball,kccasy49Chg,31,41,validate
bungee jumping,kcmMWl-mw9A,120,130,validate
sticking tongue out,kde4PZ7aMSM,80,90,validate
building cabinet,kdmzmSpZZTs,243,253,validate
juggling soccer ball,ke-dI9wQSTk,38,48,validate
ice climbing,keBAoE5tC44,11,21,validate
hurdling,keFnOl0RleQ,2,12,validate
pushing wheelchair,keJEmfkkPS4,1,11,validate
eating spaghetti,ke_uPuw8Ig8,121,131,validate
long jump,keolXLlRb4o,3,13,validate
dodgeball,kes8AY_tlgo,16,26,validate
yawning,kfJBMICX5qY,2,12,validate
tapping pen,kg7vlc6qTqo,2,12,validate
pushing wheelchair,kgHfl2pO0Xk,16,26,validate
tai chi,kgIWRXPCO3I,81,91,validate
folding clothes,kgKteZu0gcU,143,153,validate
climbing tree,kgQhFY-6q_g,0,10,validate
water sliding,kgaVONdbZlA,6,16,validate
passing American football (not in game),kglPwl1hkfA,8,18,validate
braiding hair,kgorfY_OPAc,127,137,validate
counting money,kh1ySxqeAMY,2,12,validate
making jewelry,khURP8O3k_k,241,251,validate
playing didgeridoo,khUmeKcUfrU,86,96,validate
playing clarinet,khbdbbs-xuc,100,110,validate
digging,khoHrQXFvAM,6,16,validate
sanding floor,ki5cZqAT9TU,212,222,validate
petting cat,kiXPIuv_Lig,22,32,validate
biking through snow,kj3wOV-nUfA,10,20,validate
feeding goats,kj6XZ2cH8Xg,1,11,validate
doing laundry,kjBRssjbZv8,0,10,validate
drumming fingers,kjR6shmDRG8,81,91,validate
brush painting,kjWLHakUYPM,254,264,validate
cheerleading,kjgejOmW3Sc,6,16,validate
jumping into pool,kjzgLLaYO8w,10,20,validate
cooking sausages,kkFcU0rUaiw,292,302,validate
riding camel,kkOxiyw1we0,8,18,validate
plastering,kkWNu-AxvCo,96,106,validate
shearing sheep,klVr1FYNsGI,96,106,validate
hula hooping,klajnU-EwUw,13,23,validate
cleaning windows,kli7ZPH2vOs,4,14,validate
rock scissors paper,kljLM2r-NS8,117,127,validate
walking the dog,klt-rafGwIc,151,161,validate
cooking on campfire,klx5NcYwFzI,100,110,validate
bouncing on trampoline,km8D1oLIyKg,0,10,validate
eating spaghetti,kmAaadlg90g,96,106,validate
bandaging,kmH8PFDMTVc,85,95,validate
watering plants,kmXcgEuZGeA,46,56,validate
massaging feet,kmbrjVQIiYE,4,14,validate
shooting basketball,kmcKQn7Xbyg,3,13,validate
sharpening pencil,kmfxsDJmiIg,252,262,validate
cooking chicken,kmgOLdGh0WQ,582,592,validate
setting table,kmwYoFp51Ww,153,163,validate
playing cello,knBqdxqH3O8,75,85,validate
playing organ,knIp-VFPmIk,22,32,validate
hurling (sport),ko-8xHE1Biw,148,158,validate
scuba diving,ko-gXo_FRxI,16,26,validate
snatch weight lifting,koNuaxe0WUo,0,10,validate
auctioning,koSrRhSKF9s,32,42,validate
tying tie,kopmw2XYg-4,164,174,validate
massaging person's head,kp21Z2HUTZk,6,16,validate
tasting food,kp7SYmx1WgU,14,24,validate
bending back,kpcrsFCJMf4,67,77,validate
robot dancing,kpjNi_S-A3U,91,101,validate
wrapping present,kpmIFXA8hpw,312,322,validate
presenting weather forecast,kq1wShmvNKY,51,61,validate
cutting nails,kqLEvWM38p0,42,52,validate
washing feet,kqhQTkjPRJo,855,865,validate
krumping,kr9ms1sZGnY,102,112,validate
applauding,krN9P22ZURk,16,26,validate
shaving legs,krV-tF_uorU,93,103,validate
kitesurfing,ks5E1gF2gtc,370,380,validate
skiing slalom,ksNTLQkUt_s,133,143,validate
water skiing,kseUmsCKvbg,3,13,validate
passing American football (not in game),ksgIY0dU4jo,0,10,validate
blasting sand,ksmAMWDxVxc,237,247,validate
braiding hair,kspFiOTYnWs,120,130,validate
tango dancing,kszsc2Arndo,37,47,validate
sword fighting,kt0cJQLEWy0,21,31,validate
front raises,kt6Egq5WSjI,18,28,validate
sword fighting,kt8EnaL1xdU,7,17,validate
eating watermelon,ktCmKvNmAnM,3,13,validate
eating cake,ktK9w4n_zS0,18,28,validate
surfing crowd,ktWy3udLWOo,4,14,validate
exercising with an exercise ball,ktZ0C-RejFA,12,22,validate
using segway,ktgswXX8TYo,3,13,validate
dying hair,ktiu47Y1pcc,96,106,validate
building shed,ktrm4sKbg8c,76,86,validate
skipping rope,kts3pJ922Go,112,122,validate
eating burger,ktxGvkZ_HUc,170,180,validate
vault,kuK2QLDOLDM,9,19,validate
golf chipping,kuKv0rEkJN0,3,13,validate
drinking beer,kuc8wnpPO7M,4,14,validate
swimming backstroke,kujWnM2OAV0,126,136,validate
sword fighting,kuvCR43h0yU,1,11,validate
frying vegetables,kuxtrmvRq2o,31,41,validate
stretching leg,kv6ycmOWnq0,72,82,validate
bending back,kvCaATaX8bY,15,25,validate
snowboarding,kvMqEqooTr4,162,172,validate
folding napkins,kvhNRg4WFzA,2,12,validate
training dog,kw1AWd2VUsc,187,197,validate
stretching arm,kwCsRzYJQsI,6,16,validate
eating burger,kwLSCjji6-Q,111,121,validate
water sliding,kwOEYCRe1A4,3,13,validate
reading newspaper,kwYNw9kakwA,2,12,validate
disc golfing,kxQgqt0AWo8,62,72,validate
feeding birds,kxUqbDmod8c,46,56,validate
playing ice hockey,kxcgaNZVd-g,9,19,validate
shaving legs,kxzIHX_YGcA,2,12,validate
egg hunting,kyNvoWuCRGs,14,24,validate
ice climbing,kyZGe0Lfocc,603,613,validate
